Sample_ID,Code,Sample_Date,Sample_Time,Gage_Ht,Temp,pH,Cond,Cl,NO3-N,SO4-S,Na,K,Mg,Ca,NH4-N,PO4-P,DOC,DIC,TDN,TDP,SiO2,DON,ChlorideCode,NitrateCode,SulfateCode,SodiumCode,PotassiumCode,MagnesiumCode,CalciumCode,NH4Code,PO4Code,DOCCode,DICCode,TDNCode,SiO2Code,DONCode,TSS,Turbidity
QPB,16387,1995-07-26,920,NA,22.5,7.29,73.3,7.92,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16400,1995-08-01,1135,NA,22,7.07,64.6,7.74,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16413,1995-08-08,1035,NA,22,7.05,64.7,6.94,NA,0.55,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16426,1995-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16439,1995-08-22,1000,NA,22,7.02,65.8,7.16,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16452,1995-08-29,1130,NA,22,7.23,71.8,3.44,NA,0.34,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16465,1995-09-12,1030,NA,22,7.15,69.9,6.41,NA,0.51,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16478,1995-09-19,1045,NA,22,7.29,76.8,8.95,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,16491,1995-09-26,1215,NA,21.5,7.12,80.8,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16504,1995-10-03,1020,NA,22,7.29,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16517,1995-10-10,1050,NA,22,6.97,63.5,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16530,1995-10-17,1110,NA,23,7.03,65.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16543,1995-10-24,1135,NA,22,6.88,54.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,16556,1995-10-31,1100,NA,22,7.15,73.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16569,1995-11-07,1130,NA,22,7.13,64.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16582,1995-11-14,1110,NA,22.5,7.34,75.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,16595,1995-11-21,1105,NA,22,7.37,75.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16608,1995-11-28,1130,NA,22.5,7.21,71.5,4.3,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,16621,1995-12-05,1130,NA,22,7.26,85.5,8.28,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,16634,1995-12-12,1220,NA,22,7.25,72.9,8.24,NA,0.57,5.96,0.28,3.06,3.97,NA,NA,NA,NA,NA,NA,17.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,16647,1995-12-19,1240,NA,22,7.08,59.4,7.36,NA,0.52,5.26,0.46,2.08,2.7,NA,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,16660,1995-12-26,1235,NA,22,7.46,76.1,9.13,NA,0.49,6.91,0.31,4.01,4.97,NA,NA,NA,NA,NA,NA,20.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16673,1996-01-02,1220,NA,22,7.39,76.5,8.3,NA,0.49,6.37,0.44,3.5,4.18,NA,NA,NA,NA,NA,NA,21.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16686,1996-01-09,1040,NA,22,7.46,73.8,5.5,NA,0.5,6.74,0.41,3.45,4.24,NA,NA,NA,NA,NA,NA,18.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16699,1996-01-16,1135,NA,22,6.96,51,9.01,NA,0.23,6.58,0.47,2.65,3.13,NA,NA,NA,NA,NA,NA,10.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16712,1996-01-23,1045,NA,21,7.13,60.7,11.68,NA,0.72,8.76,0.58,3.96,4.58,NA,NA,NA,NA,NA,NA,16.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16725,1996-01-30,1120,NA,21,7.08,63.5,8.47,NA,0.47,5.59,0.44,2.46,2.88,NA,NA,NA,NA,NA,NA,15.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,16766,1996-02-06,1145,NA,21,7.07,59.5,8.93,NA,0.56,5.68,0.53,2.3,2.72,NA,NA,NA,NA,NA,NA,10.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,16772,1996-02-13,1130,NA,21,7.27,75.6,10.2,NA,0.52,6.07,0.37,3.05,3.59,NA,NA,NA,NA,NA,NA,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16789,1996-02-20,1130,NA,21,7.31,80.3,8.56,NA,0.48,6.84,0.38,3.36,4.03,NA,NA,NA,NA,NA,NA,19.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,16802,1996-02-27,1040,NA,21,7.5,81.9,8.28,NA,0.5,6.54,0.36,3.56,4.34,NA,NA,NA,NA,NA,NA,20.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16815,1996-03-05,1155,NA,21,7.4,71.5,8.3,NA,0.66,6.07,0.54,2.96,3.46,NA,NA,NA,NA,NA,NA,15.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16828,1996-03-12,951,NA,21,7.5,71.9,12.73,NA,0.79,8.94,0.76,4.58,5.77,NA,5,NA,NA,NA,NA,16.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16841,1996-03-19,1110,NA,21,7.4,79.8,8.28,NA,0.51,6.56,0.29,3.59,4.49,NA,NA,NA,NA,NA,NA,21.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,16854,1996-03-26,1040,NA,21,7.48,87.4,8.31,NA,0.54,6.77,0.41,3.58,3.82,NA,NA,NA,NA,NA,NA,21.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,16867,1996-04-02,1115,NA,22,7.34,84.2,8.39,NA,0.57,6.61,0.56,3.61,4.18,NA,NA,NA,NA,NA,NA,19.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,16880,1996-04-09,1145,NA,22,7.42,82.4,8.16,NA,0.53,6.5,0.4,3.34,4.19,NA,NA,NA,NA,NA,NA,22.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,16893,1996-04-16,1120,NA,21,7.12,61.9,9.03,NA,0.63,5.79,0.36,2.23,2.7,NA,NA,NA,NA,NA,NA,12.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,16906,1996-04-23,1120,NA,22,7.25,79.8,9.88,NA,0.68,8.73,0.66,3.84,4.04,NA,NA,NA,NA,NA,NA,18.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,16919,1996-04-30,1020,NA,22,7.31,66.1,9.44,NA,0.71,5.35,0.39,2.01,2.14,NA,6,NA,NA,NA,NA,11.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16932,1996-05-07,1050,NA,22,7.07,53.8,12.82,NA,1.06,6.91,0.56,2.34,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,16945,1996-05-14,1120,NA,21,7.17,62.2,8.02,NA,0.49,5.5,0.36,2.38,2.84,NA,NA,NA,NA,NA,NA,14.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,16958,1996-05-21,1145,NA,23,7.42,79.8,8.42,NA,0.47,6.65,0.41,3.35,3.91,NA,5,NA,NA,NA,NA,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16971,1996-05-28,1025,NA,23,7.47,80.4,8.63,NA,0.47,6.7,0.29,3.56,4.45,NA,NA,NA,NA,NA,NA,18.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,16984,1996-06-04,1021,NA,22.5,7.27,61,7.88,NA,0.77,5.22,0.36,2.22,3.03,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,16997,1996-06-11,1008,NA,22,7.19,63.1,8.01,NA,0.66,5.56,0.29,2.64,3.44,NA,NA,NA,NA,NA,NA,12.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,17010,1996-06-18,958,NA,22.5,7.35,65.7,8.14,NA,0.52,5.61,0.43,2.57,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,17023,1996-06-25,1100,NA,23,7.39,71.9,9.15,NA,0.53,6.55,0.37,3.09,3.69,NA,NA,NA,NA,NA,NA,18.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,17036,1996-07-02,1030,NA,23,7.36,79.5,11.62,NA,0.65,8.13,0.36,4.12,4.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,17049,1996-07-09,1145,NA,22,7.15,70.3,10.82,NA,0.62,6.47,0.54,2.41,3.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,17062,1996-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,17075,1996-07-23,1140,NA,23,7.39,79.6,8.67,NA,0.46,6.26,0.33,3.24,4.31,NA,NA,NA,NA,NA,NA,21.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,17088,1996-07-30,1100,NA,23,7.37,79.1,8.76,137,NA,6.59,0.47,3.53,4.79,NA,5,NA,NA,NA,NA,20.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,18001,1996-08-06,1205,NA,23,7.23,71.2,12.82,NA,0.81,8.58,0.48,4.07,4.86,NA,NA,NA,NA,NA,NA,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,18014,1996-08-13,1140,NA,23,7.41,79.1,8.8,NA,0.44,6.57,0.35,3.29,4.05,NA,NA,NA,NA,NA,NA,18.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,18027,1996-08-20,1100,NA,23,7.29,73.6,8.32,NA,0.43,6.03,0.26,2.94,3.29,NA,NA,NA,NA,NA,NA,16.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,18040,1996-08-27,1135,NA,23,7.4,51.2,8.38,NA,0.44,6.31,0.37,3.37,4.46,NA,NA,NA,NA,NA,NA,18.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,18053,1996-09-03,1120,NA,24,7.33,81,8.66,NA,0.46,6.68,0.25,3.68,4.49,NA,NA,NA,NA,NA,NA,18.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,18066,1996-09-10,1245,NA,22,7.26,50.1,7.2,NA,0.48,4.75,0.21,1.71,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,18079,1996-09-17,1150,NA,23,7.3,70.1,8.34,NA,0.48,5.76,0.48,2.82,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,18092,1996-09-24,1230,NA,24,7.45,78.8,8.42,NA,0.45,6.51,0.31,3.18,4.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19005,1996-10-01,1140,NA,23,7.36,76.1,9.06,NA,0.53,6.19,0.37,3.27,4.08,NA,NA,NA,NA,NA,NA,20.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19018,1996-10-08,920,NA,23,7.27,79.2,8.6,NA,0.48,6.57,0.22,3.77,4.65,NA,NA,NA,NA,NA,NA,20.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19031,1996-10-15,1205,NA,23,7.46,87.4,7.91,94,NA,7.69,0.4,3.61,4.43,NA,NA,NA,NA,NA,NA,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19044,1996-10-22,1120,NA,23,7.31,89.7,8.27,109,NA,7.21,0.4,3.73,4.78,NA,NA,NA,NA,NA,NA,14.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19057,1996-10-29,1200,NA,23,7.39,58.1,6.42,99,NA,5.78,0.39,2.38,2.83,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19070,1996-11-05,1045,NA,23,7.17,61.1,7.09,85,NA,6.91,0.4,2.64,3.6,NA,NA,NA,NA,NA,NA,9.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19083,1996-11-12,1015,NA,22,6.91,33.5,5.64,10,NA,4.65,0.43,0.88,1,NA,5,NA,NA,NA,NA,5.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,19096,1996-11-19,1130,NA,22,7.3,66.3,7.38,72,NA,6.05,0.43,2.69,3.49,NA,NA,NA,NA,NA,NA,11.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19109,1996-11-26,1135,NA,22,7.49,66.8,7.89,80,NA,5.92,0.56,2.59,3.21,NA,NA,NA,NA,NA,NA,9.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,19122,1996-12-03,915,NA,22,7.51,71.5,8.11,87,NA,6.97,0.6,2.96,3.56,NA,NA,NA,NA,NA,NA,13.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19135,1996-12-10,1145,NA,21,7.41,80.4,8.27,91,NA,6.32,0.35,3.33,4.55,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19148,1996-12-17,1135,NA,21,7.18,85,10.49,118,NA,9.08,0.84,2.67,4.95,NA,NA,NA,NA,NA,NA,5.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19161,1996-12-24,1100,NA,21,7.42,82.6,8.41,85,NA,6.74,0.42,3.32,4.08,NA,4,NA,NA,NA,NA,21.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,19187,1997-01-08,1020,NA,21,7.51,73.1,7.95,135,NA,6.28,0.4,3.28,4.32,NA,NA,NA,NA,NA,NA,4.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19200,1997-01-14,1200,NA,21,7.27,76.1,8.71,91,NA,7.21,0.53,3.3,3.95,NA,NA,NA,NA,NA,NA,20.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19213,1997-01-21,1140,NA,21,7.11,42.7,5.87,67,NA,3.92,0.27,1.39,1.64,NA,NA,NA,NA,NA,NA,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19226,1997-01-28,1115,NA,20,7.23,64.1,8.67,68,NA,5.86,0.37,2.25,2.68,NA,NA,NA,NA,NA,NA,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19234,1997-02-04,1200,NA,20,7.15,64,8.02,103,NA,6.91,0.43,3.09,4,NA,NA,NA,NA,NA,NA,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19246,1997-02-11,1140,NA,20,6.69,71,10.42,21,NA,6.56,0.2,1.67,1.51,NA,NA,NA,NA,NA,NA,6.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19259,1997-02-18,1130,NA,20,6.93,77.8,8.5,80,NA,6.61,0.35,3.12,3.88,NA,NA,NA,NA,NA,NA,17.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19274,1997-02-25,1245,NA,22,7.15,70.3,7.02,61,NA,5.57,0.24,2.32,2.78,NA,NA,NA,NA,NA,NA,2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19286,1997-03-04,1130,NA,21,7.01,74.9,9.21,76,NA,7.08,0.45,2.84,3.65,NA,NA,NA,NA,NA,NA,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19298,1997-03-11,1145,NA,20,7.4,76.9,8.19,100,NA,6.63,0.41,3.07,4.18,NA,NA,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19310,1997-03-18,1040,NA,20,7.07,77.4,8.75,76,NA,7.52,0.57,3.35,4.32,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19322,1997-03-25,1010,NA,20,7.16,77.9,9.33,116,NA,7.33,0.32,3.76,5.43,NA,NA,NA,NA,NA,NA,10.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19334,1997-04-01,1105,NA,20,7.2,92,12.47,NA,NA,8.72,0.35,3.72,4.8,NA,NA,NA,NA,NA,NA,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19346,1997-04-08,1200,NA,19.5,7.27,76.4,NA,NA,NA,10,0.51,3.79,4.9,NA,NA,NA,NA,NA,NA,10.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19358,1997-04-15,930,NA,21,7.31,76.4,12.39,98,NA,8.79,0.65,4.33,5.53,NA,NA,NA,NA,NA,NA,4.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19370,1997-04-22,1030,NA,21,7.25,87.5,10.05,73,NA,8.51,0.23,3.62,4.36,NA,NA,NA,NA,NA,NA,8.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19382,1997-04-29,1100,NA,21,7.1,90.6,9.98,354,0.76,9.9,0.5,4.05,4.64,NA,15,2.23,NA,0.27,NA,3.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,19394,1997-05-06,1125,NA,21,7.26,87.4,7.44,194,NA,7.3,0.32,3.28,4.14,NA,NA,NA,NA,NA,NA,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19406,1997-05-13,1130,NA,22,7.36,81.9,9.78,96,NA,6.92,0.4,3.38,4.32,NA,NA,NA,NA,NA,NA,14.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19418,1997-05-20,1040,NA,21,6.72,77.6,9.4,120,NA,7.1,0.59,3.19,3.78,NA,NA,NA,NA,NA,NA,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19430,1997-05-27,1030,NA,21,7.43,79.8,9.22,75,NA,10.73,0.47,3.53,4.11,NA,NA,NA,NA,NA,NA,3.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19442,1997-06-03,1120,NA,21,6.71,76.2,8.98,83,0.97,5.59,0.37,1.5,2.26,NA,NA,NA,NA,NA,NA,9.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19454,1997-06-10,1115,NA,22,6.96,88.7,8.86,NA,NA,8.48,0.53,3.47,4.79,NA,NA,NA,NA,NA,NA,9.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19466,1997-06-17,1110,NA,22,7.21,79.9,8.27,101,NA,7.04,0.42,3.87,5.06,NA,NA,NA,NA,NA,NA,4.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19478,1997-06-24,1110,NA,22,7.01,69.9,10.21,76,NA,10.16,0.95,2.27,3.33,NA,NA,NA,NA,NA,NA,9.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19490,1997-07-01,1130,NA,23,7.36,81.3,8.57,59,NA,6.47,0.3,3.57,4.38,NA,NA,NA,NA,NA,NA,3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19502,1997-07-08,1120,NA,23,7.01,79.1,11.12,137,NA,6.84,0.34,2.45,4.21,NA,NA,NA,NA,NA,NA,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19514,1997-07-15,1125,NA,23,6.75,80.3,9.82,193,NA,6.59,0.35,2.54,4.38,NA,10,NA,NA,NA,NA,14.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QPB,19526,1997-07-23,145,NA,22,6.63,59,10.27,NA,NA,5.83,0.28,1.85,3.18,NA,NA,NA,NA,NA,NA,27.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19538,1997-08-01,1025,NA,23,7.13,77.1,9.63,106,NA,7.09,0.36,2.65,4.99,NA,NA,NA,NA,NA,NA,17.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19550,1997-08-05,1130,NA,22,7.4,82.2,10.2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19562,1997-08-12,1130,NA,23,7.01,71.6,7.97,48,NA,6.56,0.32,2.81,3.39,NA,NA,NA,NA,NA,NA,17.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
QPB,19574,1997-08-19,1030,NA,23,7.35,79.2,10.11,77,NA,6.62,0.75,3.07,5.35,NA,NA,NA,NA,NA,NA,18.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA
