Code,Sample_ID,Sample_Date,Sample_Time,Gage_Ht,Temp,pH,Cond,Turbidity,PR_Remarks
37386,RES4,11/12/2019,935,NA,24.3,7.62,77,NA,
37389,QG,11/12/2019,1034,NA,21,6.18,53,NA,
37390,RI,11/12/2019,1126,1.16,21.7,6.25,59.9,NA,
37391,MPR,11/12/2019,919,1.99,23.9,7.41,90.1,NA,
37392,Q1,11/12/2019,834,1.01,23.3,7.06,96,NA,
37393,Q2,11/12/2019,824,0.5,23.4,7.86,90.9,NA,
37394,Q3,11/12/2019,807,1.08,23.3,8.07,81.4,NA,
37395,RS,11/12/2019,935,7.79,24.4,8.03,87.1,NA,
37399,QS,11/19/2019,1438,3.6,22,7.53,48.7,NA,
37400,QP,11/19/2019,1314,1.35,22,7.04,83,NA,
37401,QPA2,11/19/2019,1351,16,21.9,7.14,86.7,NA,
37402,QPB2,11/19/2019,1406,NA,22.1,7.06,74,NA,
37403,QT1,11/19/2019,1327,NA,22,7.24,116.9,NA,
37404,RES4,11/19/2019,927,NA,23.9,7.78,100.4,NA,
37407,QG,11/19/2019,1102,NA,20.9,6.07,53.7,NA,
37408,RI,11/19/2019,1142,1.14,21.3,6.18,60.2,NA,
37409,MPR,11/19/2019,905,1.86,23.2,7.48,83.6,NA,
37410,Q1,11/19/2019,833,1,23.3,7.32,100.8,NA,
37411,Q2,11/19/2019,825,0.46,23.2,7.27,96.6,NA,
37412,Q3,11/19/2019,805,1.24,23,7.25,94.2,NA,
37413,RS,11/19/2019,930,7.74,24.2,8.18,92.2,NA,
37417,QS,11/26/2019,1406,NA,21.6,7.06,48.2,NA,
37418,QP,11/26/2019,1233,1.35,21.8,6.56,77.4,NA,
37419,QPA2,11/26/2019,1313,17,21.6,6.72,82.9,NA,
37420,QPB2,11/26/2019,1324,14,21.9,6.87,71.5,NA,
37421,QT1,11/26/2019,1245,NA,21.8,7.12,110.5,NA,
37422,RES4,11/26/2019,946,NA,23.3,7.57,104.4,NA,
37425,QG,11/26/2019,1116,NA,20.9,6.61,52.8,NA,
37426,RI,11/26/2019,1154,1.12,21.5,6.35,59.8,NA,
37427,MPR,11/26/2019,919,1.76,23.1,7.5,96.5,NA,
37428,Q1,11/26/2019,844,1.04,23.1,7.26,99.6,NA,
37429,Q2,11/26/2019,835,0.5,22.9,7.12,92,NA,
37430,Q3,11/26/2019,825,1.08,22.8,8.03,86.1,NA,
37431,RS,11/26/2019,834,7.77,23.8,8.11,86.7,NA,
37435,QS,12/3/2019,1243,3.78,21.7,7.3,44.8,NA,
37436,QP,12/3/2019,1121,NA,21.8,6.61,69.4,NA,
37437,QPA2,12/3/2019,1158,18,21.8,6.87,73.9,NA,
37438,QPB2,12/3/2019,1212,16,21.9,6.8,64.8,NA,
37439,QT1,12/3/2019,1133,NA,21.9,7.01,99.7,NA,
37440,RES4,12/3/2019,1002,NA,23.8,7.81,92.2,NA,
37443,QG,12/3/2019,NA,NA,NA,NA,NA,NA,
37444,RI,12/3/2019,NA,NA,NA,NA,NA,NA,
37445,MPR,12/3/2019,1017,2.2,23.7,7.59,75,NA,
37446,Q1,12/3/2019,909,NA,23.1,7.15,80.9,NA,Gage:ND
37447,Q2,12/3/2019,836,NA,22.9,7.28,71.8,NA,Gage:ND
37448,Q3,12/3/2019,824,1.19,22.7,7.3,64.3,NA,
37449,RS,12/3/2019,1031,8.14,23.9,8.03,65.3,NA,
37453,QS,12/10/2019,1003,3.75,21.1,7.14,43.1,NA,
37454,QP,12/10/2019,903,1.39,21.5,7.24,74.2,NA,
37455,QPA2,12/10/2019,928,17,21.4,7.22,79.3,NA,
37456,QPB2,12/10/2019,938,13,21.7,7.12,69,NA,
37457,QT1,12/10/2019,913,NA,21.7,7.22,107.3,NA,
37458,RES4,12/10/2019,817,NA,22.3,7.74,75.3,NA,
37461,QG,12/10/2019,902,NA,20.5,6.21,49.2,NA,
37462,RI,12/10/2019,944,1.19,20.6,5.99,50.9,NA,
37463,MPR,12/10/2019,1007,1.82,22.9,7.99,87.2,NA,
37464,Q1,12/10/2019,825,NA,22.9,7.79,95.6,NA,Gage:ND
37465,Q2,12/10/2019,816,NA,22.7,7.73,92.5,NA,Gage:ND
37466,Q3,12/10/2019,802,1.08,22.5,7.58,62.9,NA,
37467,RS,12/10/2019,1020,7.85,23.3,7.47,82.3,NA,
37471,QS,12/17/2019,1105,4.31,21,6.98,37.1,NA,
37472,QP,12/17/2019,1000,1.69,21.5,6.72,52.5,NA,
37473,QPA2,12/17/2019,1028,24,21.5,7,57.3,NA,
37474,QPB2,12/17/2019,1037,22,21.5,6.85,51.8,NA,
37475,QT1,12/17/2019,1008,NA,21.8,7.1,80.7,NA,
37476,RES4,12/17/2019,857,NA,22.3,6.94,56.1,NA,
37479,QG,12/17/2019,837,NA,20.5,6.4,50.5,NA,
37480,RI,12/17/2019,935,1.17,20.6,6.34,55.4,NA,
37481,MPR,12/17/2019,924,2.41,22.8,7.03,62.9,NA,
37482,Q1,12/17/2019,839,1.16,23,6.81,79.8,NA,Sediment
37483,Q2,12/17/2019,824,0.58,22.8,7.25,82.4,NA,Sediment
37484,Q3,12/17/2019,816,1.1,22.6,7.36,70.4,NA,
37485,RS,12/17/2019,950,8.11,23.4,7.61,66.1,NA,
37489,QS,12/24/2019,1311,3.95,20.8,7.43,43.1,NA,44188
37490,QP,12/24/2019,1149,1.45,21.3,7.15,68.6,NA,44188
37491,QPA2,12/24/2019,1227,18,21.2,7,73.6,NA,44188
37492,QPB2,12/24/2019,1239,16,21.5,7.09,65.5,NA,44188
37493,QT1,12/24/2019,1159,NA,21.5,7.32,98.7,NA,44188
37494,RES4,12/24/2019,1039,NA,22.3,7.3,70.9,NA,44188
37497,QG,12/24/2019,NA,NA,NA,NA,NA,NA,No Sampled
37498,RI,12/24/2019,NA,NA,NA,NA,NA,NA,No Sampled
37499,MPR,12/24/2019,713,2.2,22.1,7.06,67.6,NA,
37500,Q1,12/24/2019,806,1.16,22.6,6.94,85.6,NA,
37501,Q2,12/24/2019,756,0.6,22.3,7.04,82.9,NA,
37502,Q3,12/24/2019,747,1.18,22.2,7.51,65.4,NA,
37503,RS,12/24/2019,839,8.01,22.5,7.74,66.9,NA,
37507,QS,12/31/2019,930,4.6,21.2,6.4,69.91,NA,
37508,QP,12/31/2019,1000,1.59,21,6.93,98.61,NA,
37509,QPA2,12/31/2019,1040,21,21.5,6.96,102.6,NA,
37510,QPB2,12/31/2019,1015,19,21,6.88,92.44,NA,
37511,QT1,12/31/2019,945,NA,21.5,7.33,137.3,NA,
37512,RES4,12/31/2019,NA,NA,NA,NA,NA,NA,No Sample
37515,QG,12/31/2019,1234,NA,20.6,6.51,48,NA,
37516,RI,12/31/2019,1308,1.24,20.9,6.13,46.8,NA,
37517,MPR,12/31/2019,932,2.46,22.6,7.28,68.2,NA,
37518,Q1,12/31/2019,845,1.2,22.9,7.08,76.1,NA,
37519,Q2,12/31/2019,826,0.63,22.7,7.22,75.3,NA,
37520,Q3,12/31/2019,816,1.22,22.5,7.72,63,NA,
37521,RS,12/31/2019,946,8.24,23.1,7.85,61,NA,
37525,QS,1/7/2020,1037,3.98,20.6,7.25,41.4,NA,No water collected
37526,QP,1/7/2020,935,1.51,21.2,7.01,65.1,NA,No water collected
37527,QPA2,1/7/2020,1003,19,21.1,7.1,69.7,NA,No water collected
37528,QPB2,1/7/2020,1012,17,21.3,7.07,62.5,NA,No water collected
37529,QT1,1/7/2020,945,NA,21.5,7.36,92.3,NA,No water collected
37530,RES4,1/7/2020,834,NA,22.1,7.52,88.1,NA,
37533,QG,1/7/2020,1023,NA,20.4,6.74,49.7,NA,
37534,RI,1/7/2020,1112,1.21,20.7,6.45,50.9,NA,
37535,MPR,1/7/2020,1034,2.04,22.9,7.56,91.4,NA,
37536,Q1,1/7/2020,8333,1.2,22.9,7.28,92.7,NA,
37537,Q2,1/7/2020,826,0.62,22.6,7.38,93.4,NA,
37538,Q3,1/7/2020,815,1.1,22.3,7.79,81,NA,
37539,RS,1/7/2020,1056,7.99,23.2,8.11,82.3,NA,
37543,QS,1/14/2020,1109,3.42,20.2,6.94,45.4,NA,
37544,QP,1/14/2020,1007,1.8,20.9,6.63,54.6,NA,
37545,QPA2,1/14/2020,1036,26,20.1,6.93,59,NA,
37546,QPB2,1/14/2020,1044,25,21,6.64,54.4,NA,
37547,QT1,1/14/2020,1017,NA,21.2,7.02,81.5,NA,
37548,RES4,1/14/2020,904,NA,21.3,7.11,66.1,NA,
37551,QG,1/14/2020,1054,NA,20,6.63,51.2,NA,
37552,RI,1/14/2020,1143,1.12,20.3,6.34,52.7,NA,
37553,MPR,1/14/2020,920,2.42,21.8,7.79,71.5,NA,
37554,Q1,1/14/2020,842,1.2,22.5,7.4,81.8,NA,
37555,Q2,1/14/2020,826,0.62,22.2,7.52,86.3,NA,
37556,Q3,1/14/2020,817,1.2,21.9,7.55,72.1,NA,
37557,RS,1/14/2020,934,8.18,22.4,7.8,68.4,NA,
37561,QS,1/21/2020,1143,4.13,20.3,7.33,43.3,NA,
37562,QP,1/21/2020,1045,1.6,20.8,7.19,63.8,NA,
37563,QPA2,1/21/2020,1113,21,20.8,7.27,69.1,NA,
37564,QPB2,1/21/2020,1121,21,21,7.03,61.1,NA,
37565,QT1,1/21/2020,1055,NA,21.3,7.34,88.4,NA,
37566,RES4,1/21/2020,1000,NA,21.6,7.56,78.4,NA,
37569,QG,1/21/2020,1013,NA,20,6.7,39.8,NA,
37570,RI,1/21/2020,1100,1.58,20.1,6.78,43.2,NA,
37571,MPR,1/21/2020,1011,2.31,23,7.25,76.4,NA,
37572,Q1,1/21/2020,855,1.14,22.5,7.27,87.8,NA,
37573,Q2,1/21/2020,844,0.59,22.2,7.5,88.3,NA,
37574,Q3,1/21/2020,837,1.18,21.9,7.59,75.2,NA,
37575,RS,1/21/2020,1029,8.06,27.8,7.89,75.1,NA,
37579,QS,1/28/2020,1130,4,20.1,7.32,41.8,NA,
37580,QP,1/28/2020,1030,1.53,20.7,7.3,67.1,NA,
37581,QPA2,1/28/2020,1101,20,20.7,7.37,73.4,NA,
37582,QPB2,1/28/2020,1108,19,20.9,7.05,64,NA,
37583,QT1,1/28/2020,1042,NA,21.2,7.39,93.9,NA,
37584,RES4,1/28/2020,944,NA,21.4,7.71,82.5,NA,
37587,QG,1/28/2020,1000,NA,20,7,52.2,NA,
37588,RI,1/28/2020,1043,1.2,19.9,6.59,57.4,NA,
37589,MPR,1/28/2020,957,2.24,21.9,7.02,75,NA,
37590,Q1,1/28/2020,903,1.32,22.4,7.88,84.1,NA,
37591,Q2,1/28/2020,843,0.72,22.1,7.2,83.5,NA,
37592,Q3,1/28/2020,833,1.21,21.7,7.24,69.3,NA,
37593,RS,1/28/2020,1012,8.18,22.4,7.59,71.4,NA,
37597,QS,2/4/2020,1159,3.67,20.5,7.28,49.7,NA,
37598,QP,2/4/2020,1048,1.43,20.9,7.44,77.1,NA,
37599,QPA2,2/4/2020,1118,16,20.8,7.36,83.2,NA,
37600,QPB2,2/4/2020,1127,15,21,7.12,71.8,NA,
37601,QT1,2/4/2020,1059,NA,21.2,7.39,104.5,NA,
37602,RES4,2/4/2020,1000,NA,22.4,7.49,121.2,NA,
37605,QG,2/4/2020,1018,NA,20.2,6.78,53.9,NA,
37606,RI,2/4/2020,1112,1.17,20.5,6.66,61,NA,
37607,MPR,2/4/2020,1029,1.84,22.7,7.43,98.4,NA,
37608,Q1,2/4/2020,905,1.16,22.7,7.03,92.3,NA,
37609,Q2,2/4/2020,857,0.64,22.4,7.11,94.5,NA,
37610,Q3,2/4/2020,846,1.12,22.1,7.12,83.2,NA,
37611,RS,2/4/2020,1041,9.95,22.8,7.41,85.6,NA,
37615,QS,2/11/2020,1201,3.66,20.5,7,48.4,NA,
37616,QP,2/11/2020,1035,1.41,20.9,7.04,78.2,NA,
37617,QPA2,2/11/2020,1125,16,20.8,7,86.3,NA,
37618,QPB2,2/11/2020,1138,15,21,7.05,72.5,NA,
37619,QT1,2/11/2020,1055,NA,21.2,7.79,110.2,NA,
37620,RES4,2/11/2020,906,NA,22,7.25,101.2,NA,
37623,QG,2/11/2020,1125,NA,20,6.88,54.5,NA,
37624,RI,2/11/2020,1101,1.18,20.2,7.25,62.1,NA,
37625,MPR,2/11/2020,301,1.76,23.9,7.58,99.5,NA,
37626,Q1,2/11/2020,230,1.18,23.2,7.33,94.5,NA,
37627,Q2,2/11/2020,221,0.58,22.5,7.32,96.1,NA,
37628,Q3,2/11/2020,211,1.1,22.2,7.32,86.1,NA,
37629,RS,2/11/2020,315,7.87,24.2,7.28,93.6,NA,
37633,QS,2/18/2020,1209,4.05,20.4,6.74,43.6,NA,
37634,QP,2/18/2020,1058,1.51,20.9,6.86,65.7,NA,
37635,QPA2,2/18/2020,1119,19,20.8,7,70.8,NA,
37636,QPB2,2/18/2020,1134,18,20.9,6.9,63.2,NA,
37637,QT1,2/18/2020,1041,NA,21.1,7.4,100.3,NA,
37638,RES4,2/18/2020,938,NA,22,7.34,75.6,NA,
37641,QG,2/18/2020,1015,NA,19.8,6.72,53.4,NA,
37642,RI,2/18/2020,1051,1.18,20.2,6.45,60,NA,
37643,MPR,2/18/2020,1017,2.05,22.5,7.49,80.7,NA,
37644,Q1,2/18/2020,840,1.06,22.2,7.2,80.3,NA,
37645,Q2,2/18/2020,831,0.54,22.2,7.24,89.5,NA,
37646,Q3,2/18/2020,821,1.1,22,7.21,78.7,NA,
37647,RS,2/18/2020,1031,7.9,23.2,7.33,85,NA,
37651,QS,2/25/2020,1140,4.98,20,7.03,26.5,NA,
37652,QP,2/25/2020,1028,2.18,20.5,6.97,37.4,NA,
37653,QPA2,2/25/2020,1106,33,20.6,6.97,42.6,NA,
37654,QPB2,2/25/2020,1115,35,20.5,6.54,37,NA,
37655,QT1,2/25/2020,1046,NA,20.8,7.14,62.7,NA,
37656,RES4,2/25/2020,928,NA,21.4,7.48,53,NA,
37659,QG,2/25/2020,945,NA,19.1,6.54,40.3,NA,
37660,RI,2/25/2020,1224,1.59,20,6,37.9,NA,
37661,MPR,2/25/2020,951,4.46,21.7,7.81,36.2,NA,
37662,Q1,2/25/2020,909,1.5,21.8,8.24,43.3,NA,
37663,Q2,2/25/2020,848,1.1,21.6,7.87,37.6,NA,
37664,Q3,2/25/2020,833,1.85,21.4,7,35.3,NA,
37665,RS,2/25/2020,1008,9.63,22,8.34,36.2,NA,
37669,QS,3/3/2020,1214,4.03,20.6,7.7,40.2,NA,
37670,QP,3/3/2020,1117,1.51,20.9,7.37,65.3,NA,
37671,QPA2,3/3/2020,1141,19,20.7,7.37,69.9,NA,
37672,QPB2,3/3/2020,1150,17,20.9,7.16,62.7,NA,
37673,QT1,3/3/2020,1125,NA,21.1,7.51,96.6,NA,
37674,RES4,3/3/2020,1027,NA,22.4,7.41,81.5,NA,
37677,QG,3/3/2020,949,NA,19.9,7.07,53.1,NA,
37678,RI,3/3/2020,1140,1.2,20.9,6.85,59,NA,
37679,MPR,3/3/2020,922,2.21,22,7.75,71.4,NA,
37680,Q1,3/3/2020,855,1.07,21.9,7.47,84.6,NA,
37681,Q2,3/3/2020,846,0.54,22.7,7.56,84.2,NA,
37682,Q3,3/3/2020,838,1.16,21.1,7.66,72.6,NA,
37683,RS,3/3/2020,936,7.92,23.3,7.45,76.8,NA,
37687,QS,3/10/2020,937,4.15,19.7,7.74,33.3,NA,
37688,QP,3/10/2020,838,1.61,20.4,7.27,54.1,NA,
37689,QPA2,3/10/2020,904,21,20.4,7.44,60.5,NA,
37690,QPB2,3/10/2020,913,20,20.5,7.26,52.4,NA,
37691,QT1,3/10/2020,846,NA,20.8,7.65,81.9,NA,
37692,RES4,3/10/2020,752,NA,20.8,7.58,52.7,NA,
37695,QG,3/10/2020,1037,NA,19.7,7.36,50.5,NA,Quantiy collected.
37696,RI,3/10/2020,1053,1.24,19.7,6.87,55,NA,
37697,MPR,3/10/2020,958,2.3,22.1,7.52,64.3,NA,
37698,Q1,3/10/2020,932,1.08,22.1,7.45,75.2,NA,
37699,Q2,3/10/2020,923,0.56,21.8,7.55,75,NA,
37700,Q3,3/10/2020,913,1.1,21.6,7.97,62.4,NA,
37701,RS,3/10/2020,1010,8.09,23.5,7.36,72.8,NA,
37705,QS,3/17/2020,1241,NA,20.2,7.2,42.4,2.6,
37706,QP,3/17/2020,1111,NA,20.7,7.16,71.9,3.7,
37707,QPA2,3/17/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37708,QPB2,3/17/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37709,QT1,3/17/2020,1135,NA,21.1,7.96,96.5,2.8,
37710,RES4,3/17/2020,1005,NA,22.6,8.33,112.4,2.8,
37713,QG,3/17/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37714,RI,3/17/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37715,MPR,3/17/2020,1055,2.22,22.5,7.43,89.7,NA,
37716,Q1,3/17/2020,929,1.11,22.4,8.04,88.2,NA,
37717,Q2,3/17/2020,921,0.6,21.9,8.09,83.4,NA,
37718,Q3,3/17/2020,911,1.08,21.7,7.66,77.8,NA,
37719,RS,3/17/2020,1109,7.9,23.1,7.09,82.1,NA,
37723,QS,3/24/2020,1146,NA,19.8,7.16,41.9,1.9,
37724,QP,3/24/2020,1058,NA,20.4,7.78,59.8,4,
37725,QPA2,3/24/2020,1121,NA,20.4,7.8,64.4,4.7,
37726,QPB2,3/24/2020,1127,NA,20.6,7.48,55.6,3.4,
37727,QT1,3/24/2020,1106,NA,21,7.86,78,3.3,
37728,RES4,3/24/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37731,QG,3/24/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37732,RI,3/24/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37733,MPR,3/24/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37734,Q1,3/24/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37735,Q2,3/24/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37736,Q3,3/24/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37737,RS,3/24/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37741,QS,3/31/2020,1726,NA,20.9,7.58,46.7,1.2,
37742,QP,3/31/2020,1614,NA,21.5,7.1,72.7,3.2,
37743,QPA2,3/31/2020,1646,NA,21.2,7.46,78.2,3.7,
37744,QPB2,3/31/2020,1655,NA,21,7.58,67.5,2.4,
37745,QT1,3/31/2020,1625,NA,21.4,8.18,93.6,2.4,
37746,RES4,3/31/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37749,QG,3/31/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37750,RI,3/31/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37751,MPR,3/31/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37752,Q1,3/31/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37753,Q2,3/31/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37754,Q3,3/31/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37755,RS,3/31/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37759,QS,4/7/2020,953,3.48,21,7.07,47.4,0.5,
37760,QP,4/7/2020,852,1.43,21.2,7.15,73.7,1.9,
37761,QPA2,4/7/2020,917,19,21.3,7.12,80.5,2.4,
37762,QPB2,4/7/2020,925,15,21.1,7.02,68.3,1.6,
37763,QT1,4/7/2020,902,NA,21.5,7.3,97.8,1.8,
37764,RES4,4/7/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37767,QG,4/7/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37768,RI,4/7/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37769,MPR,4/7/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37770,Q1,4/7/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37771,Q2,4/7/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37772,Q3,4/7/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37773,RS,4/7/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37777,QS,4/14/2020,921,3.33,21.6,7.14,47.4,0.9,
37778,QP,4/14/2020,815,1.41,21.5,7.33,74.7,2.3,
37779,QPA2,4/14/2020,842,18,21.7,7.31,80.8,2.6,
37780,QPB2,4/14/2020,853,15,21.5,7.25,68.5,2,
37781,QT1,4/14/2020,824,NA,21.7,7.54,98.9,2.2,
37782,RES4,4/14/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37785,QG,4/14/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37786,RI,4/14/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37787,MPR,4/14/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37788,Q1,4/14/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37789,Q2,4/14/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37790,Q3,4/14/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37791,RS,4/14/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37795,QS,4/21/2020,849,3.1,21.6,7.5,53,0.5,
37796,QP,4/21/2020,736,1.39,21.5,7.28,84.6,2.4,
37797,QPA2,4/21/2020,805,17,21.6,7.23,92.4,2.1,
37798,QPB2,4/21/2020,816,14,21.5,7.08,76.9,1.9,
37799,QT1,4/21/2020,747,NA,21.5,7.45,114.5,1.7,
37800,RES4,4/21/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37803,QG,4/21/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37804,RI,4/21/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37805,MPR,4/21/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37806,Q1,4/21/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37807,Q2,4/21/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37808,Q3,4/21/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37809,RS,4/21/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37813,QS,4/28/2020,941,2.72,21.6,7.44,54.7,0.7,
37814,QP,4/28/2020,816,1.34,21.4,7.59,88.1,2.7,
37815,QPA2,4/28/2020,851,16,21.5,7.5,66,2.7,
37816,QPB2,4/28/2020,905,13,21.5,7.39,79.8,1.9,
37817,QT1,4/28/2020,828,NA,21.4,7.77,114.6,2.7,
37818,RES4,4/28/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37821,QG,4/28/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37822,RI,4/28/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37823,MPR,4/28/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37824,Q1,4/28/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37825,Q2,4/28/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37826,Q3,4/28/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37827,RS,4/28/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37831,QS,5/5/2020,828,3.44,21.8,7.35,48.3,1.1,
37832,QP,5/5/2020,726,1.38,21.8,7.08,86,3.2,
37833,QPA2,5/5/2020,758,17,21.8,7.14,94.7,3,
37834,QPB2,5/5/2020,809,13,21.8,7.15,63.8,2.1,
37835,QT1,5/5/2020,737,NA,21.6,7.28,120.6,2.6,
37836,RES4,5/5/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37839,QG,5/5/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37840,RI,5/5/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37841,MPR,5/5/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37842,Q1,5/5/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37843,Q2,5/5/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37844,Q3,5/5/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37845,RS,5/5/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37849,QS,5/12/2020,914,3.3,22.3,7.26,52.2,0.8,
37850,QP,5/12/2020,807,1.36,22.2,6.94,91.5,2.6,
37851,QPA2,5/12/2020,838,17,22.2,7.22,99.5,2.5,
37852,QPB2,5/12/2020,848,12,22.1,7.11,82,2.4,
37853,QT1,5/12/2020,817,NA,21.9,7.3,125.7,2.1,
37854,RES4,5/12/2020,NA,NA,NA,NA,NA,NA,No sample.
37857,QG,5/12/2020,1415,NA,21,6.74,46.8,3.43,
37858,RI,5/12/2020,1105,NA,20.9,5.86,50.4,17.4,
37859,MPR,5/12/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37860,Q1,5/12/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37861,Q2,5/12/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37862,Q3,5/12/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37863,RS,5/12/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37867,QS,5/19/2020,926,3.18,22.5,7.48,53.2,0.1,
37868,QP,5/19/2020,803,1.36,22.2,7.53,91.7,2.3,
37869,QPA2,5/19/2020,846,17,22.3,7.38,100.2,2.3,
37870,QPB2,5/19/2020,856,12,22.2,7.41,81.8,2,
37871,QT1,5/19/2020,828,NA,21.9,7.72,126.5,2.8,
37872,RES4,5/19/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37875,QG,5/21/2020,1222,NA,NA,NA,NA,NA,No YSI no LTER/FS samples
37876,RI,5/21/2020,1258,NA,NA,NA,NA,NA,No YSI no LTER/FS samples no chl a no TCI
37877,MPR,5/22/2020,723,NA,23.7,7.84,99.8,NA,May 22 sample
37878,Q1,5/19/2020,NA,NA,NA,NA,NA,NA,
37879,Q2,5/19/2020,NA,NA,NA,NA,NA,NA,
37880,Q3,5/19/2020,NA,NA,NA,NA,NA,NA,May 22 sample
37881,RS,5/19/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37885,QS,5/26/2020,918,2.75,23,7.39,55.7,0.3,
37886,QP,5/26/2020,814,1.32,22.6,7.45,95.5,3.1,
37887,QPA2,5/26/2020,842,16,22.6,7.28,104.7,2.7,
37888,QPB2,5/26/2020,851,11,22.5,7.4,85.3,2.3,
37889,QT1,5/26/2020,825,NA,22.1,7.58,131.6,1.5,
37890,RES4,5/26/2020,723,NA,26.2,7.77,152.9,0.1,
37893,QG,5/26/2020,1219,NA,21.3,7.28,48.5,2.49,
37894,RI,5/26/2020,1257,1.08,22.3,6.81,57.1,0.8,
37895,MPR,5/26/2020,1436,NA,27.8,7.9,NA,NA,
37896,Q1,5/26/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37897,Q2,5/26/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37898,Q3,5/29/2020,833,0.97,22.7,7.5,NA,NA,May 29 sample
37899,RS,5/26/2020,NA,NA,NA,NA,NA,NA,no sample. Pandemic.
37903,QS,6/2/2020,746,2.46,23,7.38,57.3,-0.6,in air
37904,QP,6/2/2020,643,1.34,22.5,7.43,96.5,2.5,in air
37905,QPA2,6/2/2020,708,16,22.5,7.24,104.1,2.2,
37906,QPB2,6/2/2020,718,11,22.4,7.42,85,1.8,
